,Household Income,Children,Year Of Residence,Weekly Fee Lower,Weekly Fee Upper,Age,ORANGE,RIVERSIDE,SAN BERNARDINO,Fri-Sun,Mon-Fri,SatSun,Sun-Fri,SunOnly,Thu-Sun,Website,Subscriber
1047,0,False,31,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
1048,125000,True,6,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
1049,200000,True,15,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,True
1050,40000,False,15,1.0,4.99,22.5,False,False,False,False,False,False,False,True,False,True,False
1051,175000,False,3,1.0,4.99,62.0,False,True,False,False,False,False,False,True,False,False,False
1052,100000,False,8,1.0,4.99,42.0,True,False,False,False,False,False,False,False,False,False,False
1053,0,False,6,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,True
1054,0,True,1,1.0,4.99,27.0,True,False,False,False,False,False,False,False,False,True,False
1055,0,False,6,1.0,4.99,42.0,True,False,False,False,False,False,False,False,True,False,False
1056,0,False,9,1.0,4.99,22.5,True,False,False,False,False,False,False,True,False,False,False
1057,125000,False,17,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1058,20000,False,30,1.0,4.99,52.0,True,False,False,False,False,False,False,False,True,True,False
1059,20000,False,30,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,False
1060,300000,False,35,5.0,5.99,80.0,True,False,False,False,False,False,False,False,False,False,True
1061,125000,True,10,7.0,7.99,42.0,True,False,False,False,False,False,False,False,False,True,False
1062,125000,False,37,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,True
1063,30000,True,12,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,True,False
1064,125000,False,18,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
1065,300000,False,30,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,False
1066,125000,True,23,5.0,5.99,72.0,True,False,False,False,False,True,False,False,False,False,False
1067,70000,False,28,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,True
1068,125000,False,22,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1069,80000,False,1,1.0,4.99,27.0,True,False,False,False,False,False,False,False,False,False,False
1070,20000,True,12,1.0,4.99,47.0,False,False,False,False,False,False,False,True,False,True,False
1071,0,False,4,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
1072,125000,False,3,1.0,4.99,27.0,False,True,False,False,False,False,False,False,False,False,False
1073,100000,False,29,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,False
1074,125000,True,2,1.0,4.99,67.0,True,False,False,False,False,True,False,False,False,False,False
1075,50000,False,1,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1076,70000,True,13,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,False,False
1077,125000,False,1,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
1078,0,False,7,1.0,4.99,22.5,True,False,False,False,False,False,False,True,False,False,False
1079,100000,False,6,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
1080,30000,False,7,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1081,100000,False,36,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
1082,30000,False,13,1.0,4.99,22.5,True,False,False,False,False,False,False,False,True,False,False
1083,70000,False,3,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,True,False
1084,0,True,2,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
1085,0,False,1,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,True,False
1086,0,False,4,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,True
1087,0,False,1,1.0,4.99,22.5,True,False,False,False,False,False,False,True,False,False,False
1088,40000,False,1,5.0,5.99,22.5,True,False,False,False,False,False,False,False,False,False,False
1089,30000,False,34,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
1090,30000,False,34,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
1091,150000,False,31,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,False
1092,0,False,8,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,False,False
1093,0,False,5,1.0,4.99,80.0,False,False,False,False,False,False,False,False,True,False,False
1094,20000,False,1,1.0,4.99,22.5,True,False,False,False,False,False,False,False,False,False,False
1095,0,False,7,1.0,4.99,22.5,True,False,False,False,False,False,False,False,False,False,False
1096,60000,False,1,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,True,False
1097,40000,False,9,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
1098,0,False,14,6.0,6.99,52.0,True,False,False,False,False,False,False,False,False,False,False
1099,300000,False,24,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,True
1100,70000,True,9,1.0,4.99,62.0,False,False,False,False,False,False,False,True,False,False,False
1101,90000,False,2,1.0,4.99,32.0,False,False,False,False,False,False,False,False,False,True,False
1102,40000,False,22,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,True
1103,40000,True,16,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
1104,20000,False,13,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,True
1105,70000,False,10,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
1106,20000,False,33,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
1107,90000,False,2,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
1108,20000,False,17,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1109,40000,True,22,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1110,100000,False,20,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1111,30000,False,1,1.0,4.99,27.0,False,False,False,False,False,False,False,False,True,True,False
1112,175000,True,17,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,True
1113,30000,False,1,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
1114,50000,False,24,1.0,4.99,62.0,True,False,False,False,False,False,False,False,True,True,False
1115,0,False,2,1.0,4.99,22.5,True,False,False,False,False,False,False,True,False,False,False
1116,60000,False,14,1.0,4.99,62.0,True,False,False,False,False,False,False,False,True,True,False
1117,150000,True,2,1.0,4.99,52.0,False,True,False,False,False,False,False,True,False,False,True
1118,40000,False,17,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1119,125000,True,32,1.0,4.99,42.0,True,False,False,False,False,False,False,False,True,False,False
1120,125000,False,15,1.0,4.99,37.0,False,False,True,False,False,False,False,False,True,True,False
1121,300000,False,32,1.0,4.99,57.0,False,True,False,False,False,False,False,True,False,False,False
1122,0,False,6,1.0,4.99,42.0,False,False,False,False,False,False,False,False,False,True,False
1123,30000,False,9,10.0,10.99,47.0,True,False,False,False,False,False,False,False,False,False,False
1124,90000,False,20,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,True
1125,175000,False,46,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,True
1126,20000,False,10,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,False,False
1127,30000,False,32,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,False
1128,0,False,14,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,True,True
1129,300000,False,28,1.0,4.99,72.0,True,False,False,False,False,False,False,False,False,False,False
1130,150000,False,16,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1131,125000,False,3,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,True,False
1132,300000,True,1,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
1133,125000,False,2,9.0,9.99,52.0,True,False,False,False,False,False,False,False,False,False,False
1134,175000,False,13,7.0,7.99,67.0,True,False,False,False,False,False,False,False,False,False,False
1135,0,False,3,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,True,False
1136,175000,True,15,1.0,4.99,42.0,False,True,False,False,False,False,False,True,False,False,False
1137,0,False,6,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,False
1138,20000,True,3,1.0,4.99,42.0,False,False,False,False,False,False,False,False,True,True,False
1139,50000,False,1,1.0,4.99,27.0,False,False,False,False,False,False,False,False,False,False,False
1140,50000,False,1,1.0,4.99,27.0,False,False,False,False,False,False,False,False,True,True,True
1141,80000,False,50,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
1142,50000,False,1,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
1143,0,False,2,1.0,4.99,52.0,False,False,False,False,False,False,False,False,False,True,True
1144,20000,False,1,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,True,False
1145,90000,False,1,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,True,True
1146,30000,False,42,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,True
1147,0,False,13,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1148,150000,False,24,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1149,0,False,14,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,False
1150,50000,False,1,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
1151,175000,False,22,1.0,4.99,67.0,False,False,False,False,False,False,False,True,False,True,True
1152,0,False,11,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,True,False
1153,125000,True,3,1.0,4.99,42.0,False,True,False,False,False,False,False,True,False,False,False
1154,70000,True,19,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
1155,30000,False,30,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
1156,50000,False,6,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
1157,150000,False,21,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
1158,40000,False,7,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
1159,30000,False,26,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
1160,175000,True,18,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,True,True
1161,70000,False,3,1.0,4.99,37.0,False,False,False,False,False,False,False,True,False,True,False
1162,150000,False,4,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,False,False
1163,90000,False,9,1.0,4.99,52.0,False,True,False,False,False,False,False,False,True,True,False
1164,50000,False,18,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,False,False
1165,150000,False,42,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
1166,300000,False,24,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1167,125000,False,10,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
1168,100000,False,14,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,True
1169,30000,False,13,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,True,False
1170,150000,False,14,1.0,4.99,52.0,True,False,False,True,False,False,False,False,False,False,False
1171,90000,False,5,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,False,False
1172,125000,True,18,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
1173,40000,False,5,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,True,True
1174,125000,False,7,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1175,90000,False,28,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,False
1176,40000,False,8,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
1177,50000,False,6,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
1178,70000,False,16,1.0,4.99,67.0,False,True,False,False,False,False,False,True,False,False,False
1179,300000,False,2,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,False,False
1180,0,False,1,5.0,5.99,27.0,True,False,False,False,False,False,False,False,False,False,False
1181,0,True,5,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,False,False
1182,0,False,4,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
1183,200000,True,18,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,True,False
1184,40000,False,1,1.0,4.99,32.0,True,False,False,True,False,False,False,False,False,False,False
1185,150000,True,18,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1186,20000,False,3,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
1187,50000,True,17,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1188,80000,True,44,1.0,4.99,72.0,False,False,False,False,False,False,False,True,False,False,False
1189,40000,False,28,1.0,4.99,72.0,False,False,False,False,False,False,False,True,False,False,True
1190,0,True,4,1.0,4.99,32.0,False,False,False,False,False,False,False,True,False,False,True
1191,300000,True,22,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
1192,0,False,21,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
1193,0,False,7,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
1194,20000,False,2,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
1195,0,False,1,1.0,4.99,32.0,False,False,False,False,False,False,False,False,True,True,False
1196,150000,False,4,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1197,0,True,2,1.0,4.99,37.0,True,False,False,False,False,False,False,False,True,True,False
1198,70000,False,31,1.0,4.99,62.0,True,False,False,False,False,False,False,False,True,True,False
1199,200000,True,3,1.0,4.99,52.0,False,True,False,False,False,False,False,True,False,False,False
1200,80000,True,7,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
1201,80000,False,48,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
1202,90000,False,9,1.0,4.99,47.0,False,False,False,True,False,False,False,False,False,False,False
1203,50000,False,17,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
1204,40000,False,6,1.0,4.99,67.0,False,False,False,False,False,False,False,False,False,False,True
1205,90000,False,26,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,False,True
1206,70000,False,12,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,True,True
1207,90000,False,3,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
1208,40000,False,15,1.0,4.99,72.0,False,False,False,False,False,False,False,False,False,False,False
1209,30000,False,5,1.0,4.99,37.0,False,False,False,False,False,False,False,False,True,True,False
1210,50000,False,2,1.0,4.99,52.0,False,False,False,False,False,False,False,False,False,False,False
1211,90000,False,1,8.0,8.99,47.0,True,False,False,False,False,False,False,False,False,False,False
1212,0,False,7,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,False,False
1213,90000,True,18,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
1214,20000,True,9,1.0,4.99,47.0,False,False,False,False,False,True,False,False,False,False,False
1215,300000,False,17,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,True
1216,40000,False,19,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1217,125000,True,21,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,True
1218,50000,True,50,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,True
1219,30000,False,6,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
1220,200000,False,9,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,False,False
1221,100000,False,33,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,True,True
1222,90000,False,38,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
1223,20000,False,21,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,False
1224,150000,False,36,6.0,6.99,62.0,True,False,False,False,False,False,False,True,False,False,False
1225,90000,False,37,10.0,10.99,72.0,True,False,False,False,False,False,False,False,False,False,True
1226,175000,False,5,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
1227,125000,True,28,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,True
1228,50000,False,18,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1229,0,False,1,1.0,4.99,22.5,True,False,False,False,False,False,False,True,False,False,True
1230,40000,False,17,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1231,100000,False,13,7.0,7.99,57.0,True,False,False,False,False,False,False,False,False,False,False
1232,40000,False,27,1.0,4.99,80.0,False,False,False,False,False,False,False,True,False,False,False
1233,60000,False,7,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,True,True
1234,70000,False,4,1.0,4.99,57.0,False,False,False,False,False,False,False,False,False,False,True
1235,0,False,9,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,False,False
1236,125000,False,18,1.0,4.99,57.0,False,True,False,False,False,False,False,True,False,False,False
1237,20000,False,21,1.0,4.99,72.0,True,False,False,False,False,False,False,False,True,True,False
1238,200000,True,9,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,True
1239,125000,False,45,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,True
1240,60000,False,6,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,True,True
1241,20000,False,4,1.0,4.99,62.0,True,False,False,False,False,False,False,False,True,True,True
1242,200000,True,16,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,True
1243,40000,True,12,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1244,0,False,7,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1245,30000,False,8,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
1246,30000,False,12,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
1247,30000,False,2,1.0,4.99,37.0,True,False,False,False,False,False,False,False,False,False,False
1248,60000,False,6,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
1249,0,False,2,1.0,4.99,42.0,False,False,False,False,False,False,False,False,True,True,False
1250,100000,True,18,1.0,4.99,47.0,False,True,False,False,False,False,False,True,False,False,False
1251,300000,True,13,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
1252,0,False,11,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,True,False
1253,0,False,2,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
1254,40000,False,3,1.0,4.99,27.0,True,False,False,False,False,False,False,False,False,False,False
1255,300000,True,30,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1256,20000,False,3,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,False,False
1257,125000,True,3,1.0,4.99,32.0,False,True,False,False,False,False,False,True,False,False,True
1258,90000,False,47,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,True
1259,60000,False,6,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1260,50000,True,5,1.0,4.99,67.0,False,False,False,False,False,False,False,False,False,False,False
1261,20000,False,2,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
1262,0,False,8,1.0,4.99,37.0,True,False,False,False,False,False,False,False,False,False,False
1263,125000,False,23,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,True
1264,200000,False,10,1.0,4.99,42.0,True,False,False,False,False,False,False,False,False,False,False
1265,125000,False,16,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1266,50000,False,15,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1267,80000,False,16,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
1268,0,False,24,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,False,False
1269,100000,True,22,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1270,40000,True,14,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,True,False
1271,300000,False,30,6.0,6.99,62.0,True,False,False,False,False,False,False,False,False,False,True
1272,150000,False,5,1.0,4.99,42.0,True,False,False,True,False,False,False,False,False,False,False
1273,40000,False,9,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
1274,200000,True,2,1.0,4.99,42.0,True,False,False,False,False,False,False,False,False,False,False
1275,0,False,8,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,True,False
1276,0,False,7,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
1277,100000,True,18,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,True
1278,90000,False,6,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,False,False
1279,20000,False,4,1.0,4.99,37.0,True,False,False,False,False,False,False,False,True,True,False
1280,500000,True,4,1.0,4.99,42.0,True,False,False,True,False,False,False,False,False,False,False
1281,0,False,1,6.0,6.99,80.0,True,False,False,False,False,False,False,False,False,False,True
1282,80000,False,10,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,True,False
1283,90000,False,1,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1284,60000,False,20,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
1285,100000,False,10,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,True,False
1286,50000,False,1,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,True
1287,20000,False,7,1.0,4.99,42.0,True,False,False,False,False,False,False,False,False,True,False
1288,30000,False,12,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,False,False
1289,20000,False,12,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,True,False
1290,0,False,4,1.0,4.99,37.0,True,False,False,False,False,False,False,False,True,True,False
1291,80000,False,15,1.0,4.99,47.0,False,True,False,False,False,False,False,False,False,True,False
1292,100000,True,21,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
1293,40000,True,1,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
1294,60000,False,7,1.0,4.99,57.0,False,False,False,False,False,False,False,False,False,False,True
1295,125000,True,15,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1296,20000,False,1,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,True,False
1297,80000,False,46,10.0,10.99,80.0,False,False,False,False,False,False,False,False,False,False,False
1298,60000,False,11,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,False,False
1299,100000,False,21,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1300,60000,False,10,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,True,False
1301,175000,True,38,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,True
1302,30000,False,28,1.0,4.99,80.0,False,False,False,False,False,False,False,True,False,False,False
1303,50000,False,32,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,False
1304,150000,False,23,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
1305,0,False,38,1.0,4.99,72.0,True,False,False,False,False,False,False,False,False,False,True
1306,90000,True,13,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,True,True
1307,50000,False,1,8.0,8.99,27.0,True,False,False,False,False,False,False,False,False,False,False
1308,50000,False,1,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
1309,200000,True,40,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,False
1310,80000,False,38,9.0,9.99,80.0,True,False,False,False,False,False,False,False,False,True,True
1311,30000,False,3,1.0,4.99,27.0,True,False,False,False,False,False,False,False,False,False,False
1312,150000,True,24,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
1313,300000,False,41,8.0,8.99,67.0,True,False,False,False,False,False,False,False,False,False,False
1314,40000,False,7,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,False,False
1315,500000,True,20,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1316,40000,False,13,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
1317,300000,True,18,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,True,False
1318,70000,False,14,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1319,90000,False,2,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,True,False
1320,100000,False,54,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,False
1321,300000,True,19,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,True
1322,50000,False,5,1.0,4.99,47.0,False,False,False,False,False,False,False,False,True,False,False
1323,125000,True,19,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
1324,125000,False,18,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
1325,100000,False,1,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1326,0,False,12,1.0,4.99,47.0,False,False,False,False,False,False,False,False,False,True,False
1327,100000,False,19,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,True,False
1328,0,False,2,9.0,9.99,27.0,True,False,False,False,False,False,False,False,False,False,False
1329,0,False,2,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
1330,0,False,5,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
1331,60000,False,10,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1332,400000,False,14,1.0,4.99,47.0,False,True,False,False,False,False,False,True,False,False,True
1333,100000,False,2,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
1334,70000,False,39,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,True,False
1335,70000,False,20,5.0,5.99,57.0,True,False,False,False,False,False,False,False,False,False,True
1336,125000,False,2,5.0,5.99,47.0,True,False,False,False,False,True,False,False,False,False,False
1337,80000,False,23,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
1338,100000,True,1,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,True,False
1339,0,False,2,1.0,4.99,27.0,True,False,False,False,False,False,False,False,True,True,False
1340,0,False,47,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
1341,100000,False,7,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
1342,80000,False,31,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,False
1343,30000,False,31,5.0,5.99,72.0,True,False,False,False,False,False,False,False,False,False,True
1344,60000,False,4,1.0,4.99,27.0,True,False,False,False,False,False,False,False,True,True,False
1345,0,False,1,1.0,4.99,22.5,True,False,False,False,False,False,False,True,False,False,False
1346,40000,False,3,1.0,4.99,27.0,True,False,False,False,False,False,False,False,False,False,False
1347,20000,False,18,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,False,False
1348,70000,True,8,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1349,100000,True,14,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
1350,125000,False,21,5.0,5.99,52.0,True,False,False,False,False,False,False,False,False,False,False
1351,50000,False,4,1.0,4.99,42.0,True,False,False,False,False,False,False,False,True,True,False
1352,50000,False,5,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1353,30000,False,21,1.0,4.99,47.0,False,False,False,False,False,False,False,False,True,True,False
1354,100000,False,10,1.0,4.99,62.0,False,False,True,False,False,False,False,True,False,False,False
1355,100000,True,23,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
1356,0,False,8,1.0,4.99,22.5,True,False,False,False,False,False,False,True,False,False,False
1357,150000,True,8,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
1358,40000,False,1,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
1359,300000,True,16,1.0,4.99,62.0,True,False,False,False,False,True,False,False,False,False,False
1360,200000,False,20,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
1361,40000,False,23,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,True
1362,200000,True,4,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,True
